Emitter,File Name,FileID,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample
216,75655.wav,245968,231,3,2,2,3,3,1,320336
220,77710.wav,249458,207,2,2,2,3,3,1,344912
216,81537.wav,260546,221,12,2,2,3,3,319085,811856
216,47114.wav,175054,221,12,2,2,3,3,192180,602753
228,19974.wav,74994,233,12,2,2,3,3,1,394064
216,65472.wav,225620,208,12,2,2,3,3,1,328528
228,22408.wav,85407,233,11,2,2,4,3,1,607056
226,17029.wav,67477,233,11,2,2,3,3,1,525136
226,21516.wav,83077,233,0,2,1,3,4,1,631632
226,25486.wav,95544,233,11,2,3,3,3,1,344912
211,73760.wav,242724,208,11,2,2,3,3,1,361296
216,89886.wav,287819,0,12,2,2,3,3,1,336720
111,24828.wav,93435,213,11,2,1,2,3,1,516944
220,70102.wav,233798,207,12,2,2,3,3,1,336720
228,22461.wav,85521,233,11,2,2,3,3,1,729936
210,78350.wav,251016,207,3,2,2,3,3,1,336720
216,42277.wav,162094,221,12,2,2,2,3,1,328528
226,16189.wav,64564,233,11,2,1,3,3,1,369488
111,4224.wav,22047,0,6,0,0,0,0,1,336720
216,24481.wav,91726,0,6,2,0,3,0,1,443216
216,73749.wav,242706,208,11,2,1,4,3,1,320336
226,12609.wav,54728,233,11,2,2,3,3,1,443216
211,37229.wav,144367,0,6,3,0,2,0,1,459600
111,15044.wav,62606,0,11,2,1,2,3,1,885584
210,84585.wav,265941,221,12,2,2,3,3,1,533328
211,90107.wav,288949,207,12,2,2,3,3,1,336720
228,31747.wav,124910,233,11,2,2,3,3,1,564220
210,79091.wav,252580,207,9,2,2,3,3,1,336720
211,41520.wav,159984,221,12,2,1,3,3,1,320336
211,57779.wav,204944,208,12,2,2,3,3,1,361296
216,46585.wav,173449,221,12,2,2,3,3,1,320336
216,70397.wav,234415,208,11,2,2,4,2,1,410448
211,85837.wav,268791,208,12,2,2,3,3,1,320336
210,56309.wav,199678,215,12,2,2,3,3,1,533328
211,63038.wav,216742,208,12,2,2,3,3,1,418640
216,87270.wav,271267,221,11,2,2,3,3,1,467792
211,86580.wav,270117,208,12,2,2,3,3,1,353104
226,21768.wav,83626,233,11,2,2,2,3,1,361296
211,73430.wav,241802,208,12,2,2,3,3,1,336720
220,80853.wav,257979,207,12,2,2,3,3,1,377680
216,76574.wav,247162,221,9,2,2,3,3,1,344912
226,21512.wav,83050,233,11,2,2,3,3,1,443216
211,83403.wav,263822,208,12,2,2,3,3,108128,508752
111,7539.wav,34579,0,6,3,0,4,0,1,336720
111,24263.wav,91192,213,11,1,2,2,3,1,1819472
228,30166.wav,117879,233,11,2,2,3,3,1,959312
210,45058.wav,169562,207,12,2,2,3,3,1,298776
216,47477.wav,175946,231,7,2,2,3,3,1,328528
216,65065.wav,224185,231,12,2,2,3,3,1,336720
211,76969.wav,247763,231,12,2,2,3,3,1,328528
226,22576.wav,85796,233,11,3,3,3,3,1,541520
228,27094.wav,101918,233,12,2,2,3,3,1,508752
211,85031.wav,267147,231,12,2,2,3,3,1,328528
226,30529.wav,120882,233,11,2,2,3,4,1,582480
211,69612.wav,232952,208,12,2,2,3,3,1,361296
226,28352.wav,108952,233,10,2,3,4,4,1,779088
228,20084.wav,75461,233,11,3,2,4,3,1,402256
228,21045.wav,79266,233,11,3,3,2,4,1,353104
228,14971.wav,62260,233,11,2,3,3,4,1,385872
226,17356.wav,68382,233,11,2,2,3,3,1,361296
226,33790.wav,131319,120,11,2,2,3,2,1,549712
216,85310.wav,267824,221,11,2,2,3,3,1,328528
226,26565.wav,98749,213,11,2,2,3,3,1,353104
211,62259.wav,214817,216,12,2,2,3,3,1,328528
111,36602.wav,140616,233,11,2,3,2,3,1,459600
111,18765.wav,72117,213,3,2,1,2,3,1,1540944
210,86207.wav,269427,207,12,2,2,3,3,1,328528
210,45846.wav,171144,207,9,2,2,3,3,1,680784
216,76369.wav,246870,221,12,2,2,3,3,1,443216
228,20140.wav,75691,233,10,2,3,4,4,1,820048
111,4989.wav,25708,0,6,2,0,3,0,361731,656208
211,71347.wav,236061,208,0,2,3,3,3,1,320336
228,14687.wav,61741,233,12,2,2,3,3,1,607056
210,75432.wav,245580,215,12,2,2,3,3,1,328528
216,70155.wav,233882,231,12,2,2,3,3,1,328528
211,58970.wav,208576,221,12,2,2,3,3,1,261860
226,24367.wav,91524,233,12,2,2,3,3,1,247860
228,18554.wav,71516,233,11,2,2,3,3,1,762704
228,15934.wav,64066,233,12,2,2,3,3,1,484176
226,30110.wav,117753,233,11,2,2,3,3,1,200287
220,80265.wav,256731,207,12,2,2,3,3,1,320336
226,21145.wav,80207,233,11,2,2,3,3,1,410448
216,24336.wav,91445,0,6,2,0,2,0,1,328528
111,9994.wav,42710,0,6,0,0,0,0,1,418640
210,59966.wav,210519,215,12,2,2,3,3,129540,516944
226,36380.wav,140062,233,12,2,3,3,3,1,435024
216,27093.wav,101916,233,11,2,2,4,3,1,443216
228,15494.wav,63191,233,12,2,2,3,3,1,541520
211,71729.wav,236985,208,11,2,2,3,3,1,328528
210,84581.wav,265937,207,12,2,2,3,3,1,738128
228,24223.wav,91018,233,11,2,3,4,3,1,688976
220,28235.wav,108624,224,6,0,0,0,0,1,336720
111,8724.wav,38934,0,11,2,2,3,3,1,394064
226,18178.wav,70318,233,11,2,2,3,2,1,353104
216,80899.wav,258076,221,12,2,2,3,3,1,500560
210,52617.wav,191274,207,12,2,2,3,3,1,328528
211,68589.wav,231394,221,12,2,2,3,3,1034315,1303376
216,27615.wav,106551,0,6,1,0,2,0,1,508752
211,80785.wav,257861,231,11,2,2,3,3,1,328528
216,89532.wav,275154,221,12,2,2,3,3,1,385872
211,27023.wav,101095,0,6,3,0,4,0,1,320336
216,50006.wav,183658,208,12,2,2,3,3,1,320336
111,8488.wav,37631,0,11,2,2,3,3,1,410448
211,45199.wav,169823,231,12,2,2,3,3,331235,607056
226,16364.wav,65090,233,12,2,2,3,3,1,394064
226,17722.wav,69519,233,3,2,2,3,2,311569,1082192
211,27741.wav,106996,0,6,2,0,3,0,1,525136
228,18334.wav,70800,233,11,2,2,3,3,1,443216
211,76372.wav,246873,208,12,2,2,3,3,1,328528
211,71908.wav,237390,208,12,2,2,3,3,1,320336
226,24140.wav,90652,233,3,2,2,3,3,1,795472
210,55598.wav,198523,215,12,2,2,3,3,1,336720
216,69620.wav,232960,221,12,2,2,3,3,1,333638
210,82327.wav,261949,221,11,2,2,3,3,1,566096
111,29982.wav,117544,226,11,2,2,3,3,641129,1114960
216,25453.wav,95334,0,6,2,0,2,0,1,344912
228,30581.wav,121018,233,11,2,2,3,3,1365223,2106192
210,70232.wav,233988,207,12,2,2,3,3,1,672592
228,32251.wav,126322,233,9,2,2,3,3,1,680784
216,59002.wav,208631,208,12,2,2,3,3,1,754512
228,25587.wav,96050,233,11,2,2,3,3,1,901968
226,25467.wav,95463,233,11,2,3,3,4,1,508752
228,19915.wav,74807,233,11,2,2,3,3,1,803664
228,25352.wav,94932,233,11,3,2,3,3,916671,1663824
228,22260.wav,85161,233,11,2,2,3,3,1,598864
211,45966.wav,171429,221,12,2,2,3,3,1,328528
111,35594.wav,135958,228,11,2,2,3,3,1,328528
226,18961.wav,72598,233,11,2,2,3,3,1,492368
216,86330.wav,269600,221,12,2,2,3,3,1,344912
216,57964.wav,205658,231,12,2,2,3,3,1,320336
216,78341.wav,251001,211,0,2,1,3,2,1,328528
216,65149.wav,224605,208,3,2,1,3,2,1,328528
111,3193.wav,17312,0,6,0,0,0,0,1,244571
211,76891.wav,247665,208,12,2,2,3,3,1,320336
210,60362.wav,211111,220,9,2,2,3,3,240307,705360
220,45156.wav,169752,215,7,2,2,3,3,1,336720
210,85534.wav,268304,207,3,2,2,3,3,1,336720
211,81858.wav,261144,208,11,2,2,3,3,1,328528
226,17203.wav,67933,233,11,2,2,3,3,1,369488
210,57899.wav,205462,207,11,2,2,3,3,1,328528
226,27628.wav,106575,233,9,2,2,3,3,1,89393
210,42793.wav,162973,207,12,2,2,3,3,1,352892
220,80707.wav,257630,207,12,2,2,3,3,1,328528
228,27775.wav,107282,233,10,2,3,2,3,1,1672016
216,25314.wav,94557,0,6,2,0,3,0,1,369488
226,26837.wav,99942,233,11,2,2,3,3,1,467792
211,73446.wav,241826,221,12,2,2,3,3,1,353104
226,16163.wav,64523,233,11,2,2,3,3,1,779088
216,35106.wav,135057,233,11,2,2,2,3,1,402256
226,12716.wav,55828,233,10,2,3,3,4,1,418640
211,55140.wav,197624,208,12,2,2,3,3,1,328528
211,47936.wav,177304,221,12,2,2,3,3,1,369488
210,83141.wav,263391,221,11,2,2,3,4,1,402256
216,47125.wav,175069,208,12,2,2,3,3,116524,861008
226,15637.wav,63479,233,11,2,3,3,4,1,394064
211,90460.wav,290310,221,11,2,2,4,3,1,377680
228,12732.wav,55893,0,11,2,2,3,3,1,631632
211,86734.wav,270316,208,12,2,2,3,3,1,320336
216,46365.wav,172816,208,5,2,2,3,3,1,328528
220,78207.wav,250679,207,12,2,2,3,3,1,328528
226,24520.wav,91828,233,11,2,2,3,3,1,435024
220,54654.wav,196729,215,11,2,2,3,3,1,336720
210,78571.wav,251606,207,12,2,2,3,3,1,688976
211,46637.wav,173552,208,12,2,2,3,3,384631,656208
211,61200.wav,212687,208,12,2,2,3,3,354204,820048
226,26192.wav,97616,233,11,2,2,3,3,1,533328
226,16618.wav,66376,213,4,2,2,3,3,1,590672
220,79334.wav,253013,207,4,2,2,3,3,1,500560
216,86762.wav,270370,221,12,2,2,3,3,1,320336
111,26879.wav,100069,216,11,2,1,3,3,1,320336
210,51891.wav,189463,220,12,2,2,3,3,1,344912
211,26457.wav,98297,0,6,2,0,3,0,1,361296
210,52539.wav,191049,215,12,2,2,3,3,1,508752
216,78264.wav,250802,221,12,2,2,3,3,1,361296
226,25471.wav,95475,233,11,2,2,3,3,1,344912
211,28578.wav,109665,0,6,2,0,3,0,1,615248
228,20279.wav,76149,233,11,2,1,3,4,503539,787280
228,12819.wav,56063,213,11,3,3,4,4,1,435024
226,21034.wav,79184,233,11,2,2,3,4,1,607056
226,19819.wav,74403,233,4,2,2,3,3,1,549712
226,34563.wav,133947,233,11,2,2,3,3,1,1745744
211,85522.wav,268282,220,3,2,2,3,3,1,336720
211,61129.wav,212550,231,12,2,2,3,3,1,328528
216,72017.wav,237660,231,12,2,2,3,3,1,459600
211,87301.wav,271328,208,12,2,2,3,3,1,328528
211,69289.wav,232409,208,11,2,2,3,3,1,320336
226,33582.wav,130785,228,11,2,2,3,3,1,361296
111,37135.wav,143911,228,11,2,2,3,3,1,484176
226,27389.wav,104128,233,11,2,2,3,3,1,459600
211,45924.wav,171320,208,12,2,2,3,3,1,320336
226,29574.wav,113012,233,11,2,2,3,3,1,590672
211,58974.wav,208579,208,12,2,2,3,3,1,344912
111,9211.wav,40530,0,11,2,2,2,3,497803,836432
211,59981.wav,210543,208,12,2,2,3,3,1,320336
111,33127.wav,129708,0,11,3,2,3,4,1,459600
111,26006.wav,97210,233,11,2,2,2,3,1,467792
210,82668.wav,262630,221,12,2,2,3,3,193825,333324
228,15960.wav,64094,233,12,2,2,3,3,1,369488
216,89889.wav,287827,0,11,2,2,3,3,1,328528
211,87316.wav,271350,220,12,2,2,3,3,1,328528
226,34315.wav,133337,216,7,2,2,3,3,1,336720
226,17266.wav,68103,233,12,2,2,3,3,1,402256
216,40903.wav,158821,231,12,2,2,3,3,1,320336
216,40404.wav,157450,221,9,2,2,3,3,1,467792
111,16071.wav,64304,233,11,2,3,2,3,1,385872
111,4307.wav,22738,0,6,0,0,0,0,1,1024848
220,73141.wav,241191,207,12,2,2,3,3,1,541520
216,41212.wav,159402,231,12,2,2,3,3,107048,273914
226,35265.wav,135353,233,11,2,3,3,2,1,1106768
228,12985.wav,56343,233,11,2,2,3,3,282240,503499
111,9314.wav,40838,0,6,0,0,0,0,1,328528
216,41876.wav,160519,208,12,2,2,3,3,1,320336
111,5715.wav,28843,0,3,1,2,3,4,1,320336
216,56858.wav,200619,231,12,2,2,3,3,1,320336
216,72095.wav,237853,208,9,2,2,3,3,1,344912
226,26414.wav,98169,213,12,2,2,3,3,118809,623440
111,25295.wav,94462,228,11,2,2,2,3,1,336720
220,68894.wav,231883,207,11,2,2,3,3,1,328528
220,78067.wav,250349,207,12,2,2,3,3,1,369488
220,31933.wav,125246,224,6,0,0,0,0,1,336720
226,31169.wav,123270,233,12,2,2,4,3,1008811,1696592
226,34626.wav,134064,233,11,3,2,4,3,1,361296
216,48903.wav,179830,208,12,2,2,3,3,1,320336
228,22409.wav,85410,233,11,2,2,3,3,1,336720
228,22317.wav,85244,233,10,3,2,3,3,1,721744
210,83872.wav,264657,221,12,2,2,3,3,1,320336
228,14570.wav,61573,226,12,2,2,3,3,1,622164
211,61981.wav,214299,231,12,2,2,3,3,1,475984
226,26878.wav,100063,233,11,2,3,3,2,1,656208
211,71342.wav,236054,208,3,2,2,3,3,1,467792
220,61135.wav,212557,207,12,2,2,3,3,1,328528
228,26162.wav,97537,233,11,2,1,2,3,1,983888
211,86725.wav,270306,208,12,2,2,3,3,1,328528
210,78423.wav,251277,207,12,2,2,3,3,1,369488
226,18118.wav,70219,233,12,2,2,3,3,1,648016
210,60258.wav,210991,220,12,2,2,3,3,1,353104
211,72677.wav,238951,221,12,2,2,3,3,1,320336
226,15968.wav,64111,233,12,2,2,3,3,1,910160
111,35132.wav,135105,214,11,2,2,3,3,1,336720
226,21359.wav,82001,233,11,2,2,3,3,1,631632
216,77180.wav,248105,0,12,2,2,3,3,1,500560
226,33121.wav,129672,233,4,2,2,3,3,209251,615248
216,40407.wav,157454,221,9,2,2,3,3,1,320336
228,21154.wav,80244,233,11,2,2,3,3,1,623440
226,26751.wav,99737,233,12,2,2,3,3,152979,754512
226,20016.wav,75072,233,11,2,2,3,3,1,459600
228,34399.wav,133502,233,10,2,3,3,3,1,264300
211,68680.wav,231516,208,12,2,2,3,3,1,328528
228,24403.wav,91590,233,10,2,2,3,3,1,1057616
211,61170.wav,212628,208,12,2,2,3,3,1,320336
211,61630.wav,213554,208,12,2,2,3,3,1,582480
216,22679.wav,86035,0,6,2,0,3,0,1,369488
220,38227.wav,148524,0,6,3,0,3,0,1,336720
211,73435.wav,241812,208,12,2,2,3,3,1,320336
211,27031.wav,101137,0,6,3,0,4,0,1,336720
216,40123.wav,156535,221,9,2,2,3,3,1,320336
111,19652.wav,73799,233,11,2,1,2,4,1,1008464
228,20974.wav,78958,233,11,2,2,3,3,94702,877392
226,17704.wav,69475,233,11,2,3,3,2,1,582480
216,67663.wav,229293,231,12,2,2,3,3,1,320336
228,24930.wav,93604,233,11,2,2,3,3,581996,1057616
211,90217.wav,289497,221,11,2,2,3,3,1,697168
228,37624.wav,145824,221,11,2,3,3,3,1,336720
210,85373.wav,267952,221,12,2,2,3,3,1,934736
220,18710.wav,72021,224,6,0,0,0,0,1,328528
210,81947.wav,261293,0,11,2,2,3,3,1,459600
228,30286.wav,118397,233,11,2,1,2,3,1,607056
226,29304.wav,111942,233,3,2,2,3,3,1,697168
211,60044.wav,210653,208,12,2,2,3,3,1,328528
211,62609.wav,215600,208,12,2,2,3,3,1,336720
216,52206.wav,190135,231,12,2,2,3,3,1,89561
226,20539.wav,77221,213,11,2,2,3,3,1,336720
226,13644.wav,57620,233,11,2,2,3,3,1,344912
228,25473.wav,95478,233,11,1,2,3,3,1,992080
211,68560.wav,231360,221,12,2,2,3,3,1,328528
111,35246.wav,135318,233,11,2,3,2,3,1,549712
211,84678.wav,266121,208,12,2,2,3,3,1,467792
226,30325.wav,118575,228,11,3,2,3,3,1,161656
211,55884.wav,198970,221,12,2,2,3,3,1,320336
211,48799.wav,179629,221,12,2,2,3,3,1,705360
226,23399.wav,88592,233,10,2,2,3,3,1,557904
211,63041.wav,216746,221,12,2,2,3,3,1,328528
210,57029.wav,200925,207,2,2,2,3,3,1,320336
228,12548.wav,53986,233,10,2,2,3,3,1,664400
228,20560.wav,77295,233,11,2,3,3,4,1,320336
111,19288.wav,73194,233,11,2,1,2,3,1,664400
220,51990.wav,189651,210,11,2,2,3,3,1,320336
210,51409.wav,187044,207,12,2,2,3,3,1,525136
211,27350.wav,103900,205,6,3,2,4,3,1,336720
216,42679.wav,162782,221,12,2,2,3,3,1,328528
216,49494.wav,182032,231,12,2,2,3,3,1,328528
216,72902.wav,240315,208,11,2,2,3,3,1,607056
211,49652.wav,182559,231,2,2,2,3,3,1,328528
211,76964.wav,247757,216,12,2,2,3,3,1,320336
220,56915.wav,200686,207,12,2,2,3,3,1,320336
210,54789.wav,196926,215,2,2,2,3,3,1,353104
226,34566.wav,133950,233,11,2,2,4,3,1,451408
210,45113.wav,169667,207,12,2,2,3,3,1,533328
226,24266.wav,91200,233,10,3,2,3,3,1,746320
226,27648.wav,106600,233,12,2,2,3,3,1,1131344
226,20826.wav,78092,233,11,2,2,3,4,1,1057616
111,8269.wav,36708,0,0,1,0,2,0,1,328528
216,66391.wav,227138,208,11,2,2,3,3,1,320336
220,38216.wav,148408,0,6,2,0,3,0,1,353104
211,76868.wav,247636,231,12,2,2,3,3,1,328528
216,47131.wav,175077,231,7,2,2,3,3,1,320336
211,27852.wav,107544,0,6,1,0,4,0,1,672592
226,35808.wav,136984,0,11,2,2,3,2,1,607056
226,33726.wav,131071,233,11,2,2,3,3,1,557904
216,50097.wav,183864,221,12,2,2,3,3,650219,1295184
228,16638.wav,66515,233,11,2,2,3,3,1,746320
210,78321.wav,250952,215,11,2,2,3,3,1,320336
216,47719.wav,176562,221,12,2,2,3,3,1,410448
226,24482.wav,91737,233,11,2,2,3,3,1,738128
220,80088.wav,256110,207,5,2,2,3,3,1,697168
226,33523.wav,130701,233,11,2,2,3,3,163853,1803088
226,18743.wav,72066,233,3,2,2,3,3,1,639824
226,15629.wav,63455,233,11,2,3,3,4,1,918352
226,24745.wav,93215,233,10,2,3,4,3,1,484176
226,17041.wav,67508,233,11,3,2,4,4,1,402256
111,35905.wav,137379,0,11,2,2,3,3,1,336720
211,50142.wav,183947,216,12,2,2,3,3,1,328528
211,55467.wav,198324,221,12,2,2,3,3,1,320336
211,62344.wav,214976,231,11,2,2,3,3,1,328528
111,32128.wav,125969,213,11,2,2,3,3,1,729936
216,76269.wav,246750,208,12,2,2,3,3,1,328528
111,7706.wav,35048,0,11,2,2,2,3,1,713552
210,54621.wav,196668,0,6,2,0,3,0,1,557904
210,72875.wav,240109,215,5,2,2,3,3,1,336720
228,17727.wav,69527,233,10,2,3,3,4,1,705360
111,25243.wav,94351,233,12,2,2,2,3,1,484176
111,5402.wav,27713,0,6,0,0,0,0,293749,721744
210,78115.wav,250449,0,9,2,2,3,3,1,443216
211,90799.wav,291835,221,9,2,2,3,3,1,328528
216,90018.wav,288557,207,12,2,2,3,3,1,336720
216,71680.wav,236861,231,3,2,3,3,3,1,328528
226,27658.wav,106607,233,12,2,2,3,3,1,237779
211,57398.wav,201558,221,12,2,2,3,3,1,328528
211,85792.wav,268741,208,12,2,2,3,3,1,402256
226,22375.wav,85341,233,12,2,2,3,3,1,795472
111,5725.wav,28884,0,11,3,2,2,3,1,615248
216,90312.wav,289822,215,11,2,2,3,3,1,328528
111,7382.wav,33845,0,6,2,0,2,0,1,811856
228,19805.wav,74295,213,11,2,2,3,3,1,516944
111,24596.wav,92074,228,11,2,2,3,3,1,328528
210,80473.wav,257033,207,12,2,2,3,3,1,92726
111,7857.wav,35498,0,11,2,2,2,3,1,549712
111,26326.wav,97974,120,11,2,2,3,3,1,328528
228,23163.wav,87802,233,11,1,2,3,3,1,353104
211,74231.wav,243501,231,12,2,2,3,3,1,336720
220,38467.wav,149776,0,6,0,0,2,0,1,353104
228,17884.wav,69907,233,10,1,2,3,3,1,842794
220,80002.wav,255736,207,11,2,2,3,3,1,320336
211,27315.wav,103599,0,6,2,0,3,0,1,369488
211,79444.wav,253162,231,12,2,2,3,3,1,320336
226,18638.wav,71861,233,12,2,2,3,3,1,648016
220,69791.wav,233194,207,12,2,2,3,3,1,320336
111,4027.wav,21015,0,3,2,2,3,3,1,426832
210,55295.wav,197911,230,12,2,2,3,3,1,328528
220,78874.wav,252253,207,12,2,2,3,3,1,320336
211,56783.wav,200485,208,12,2,2,3,3,1,590672
211,29826.wav,116994,0,6,2,0,3,0,1,336720
211,85115.wav,267267,208,12,2,2,3,3,1,361296
211,53772.wav,195027,221,12,2,2,3,3,1,328528
226,25682.wav,96221,233,11,2,2,3,3,1,516944
226,35441.wav,135706,233,11,2,3,3,4,1,721744
220,36041.wav,139065,224,6,0,0,0,0,1,328528
226,19180.wav,72978,233,11,2,1,3,3,1,369488
210,82216.wav,261761,221,12,2,2,3,3,1,426832
216,65084.wav,224251,221,12,2,2,3,3,1,705360
216,48826.wav,179702,221,12,2,2,3,3,154807,705360
210,67433.wav,228960,207,12,2,2,3,3,1,336720
210,45755.wav,170909,220,12,2,2,3,3,498509,1221456
226,35313.wav,135427,233,11,2,2,3,3,1,1778512
216,27283.wav,103417,228,11,2,2,2,3,1,426832
210,69590.wav,232926,207,12,2,2,3,3,1,320336
226,30279.wav,118388,213,11,2,3,3,3,1,475984
111,19031.wav,72683,213,12,2,2,3,3,1,631632
228,18964.wav,72603,233,11,2,2,3,3,1,1024848
211,66488.wav,227368,208,7,2,2,3,3,208675,566096
111,6314.wav,31072,0,6,0,0,0,0,1,336720
228,33479.wav,130589,233,11,1,2,3,3,1,1024848
211,77375.wav,248773,0,12,2,2,3,3,1,328528
210,73595.wav,242290,207,4,2,2,3,3,1,1803088
216,78025.wav,250168,0,12,2,2,3,3,1,607056
216,39263.wav,153755,231,11,2,2,3,3,1,492368
210,41302.wav,159531,207,12,2,2,3,3,1,320336
211,71358.wav,236094,208,11,2,2,2,3,1,549712
210,60261.wav,210994,230,2,2,2,3,3,1,336720
210,75437.wav,245585,215,12,2,2,3,3,1,574288
210,58316.wav,207359,215,12,2,2,3,3,1,320336
111,20907.wav,78469,228,11,2,1,3,3,1,811856
220,75447.wav,245599,207,12,2,2,3,3,1,328528
226,25832.wav,96692,233,11,2,2,3,3,1,549712
228,30187.wav,117929,233,11,2,2,2,3,1,108979
111,7464.wav,34254,0,6,3,2,3,3,1,320336
228,29748.wav,114467,0,11,2,3,3,2,1,467792
210,59283.wav,209097,215,12,2,2,3,3,442637,484176
226,30138.wav,117809,233,11,2,2,3,3,1,385872
210,44235.wav,168054,207,12,2,2,3,3,1,353104
111,25080.wav,94088,228,11,2,2,3,3,1,795472
220,62161.wav,214639,207,11,2,2,3,3,1,566096
210,86110.wav,269313,207,12,2,2,3,3,1,320336
220,80842.wav,257960,207,12,2,2,3,3,1,328528
226,29776.wav,115811,233,11,2,2,3,3,1,402256
210,84544.wav,265886,207,12,2,2,3,3,1,320336
111,32973.wav,128777,226,11,2,2,3,3,1,435024
211,83691.wav,264367,208,12,2,2,3,4,1,328528
220,73238.wav,241443,207,3,2,3,3,3,1,320336
210,58855.wav,208401,220,12,2,2,3,3,1,320336
228,15553.wav,63292,233,11,1,2,3,3,1,508752
228,37330.wav,144722,233,9,2,2,3,3,1,2556752
210,82085.wav,261588,221,11,2,2,3,3,1,320336
111,18854.wav,72428,228,11,2,1,3,3,1,656208
210,59703.wav,209976,215,2,2,2,3,3,1,320336
220,38304.wav,148878,0,6,2,0,3,0,1,557904
226,25604.wav,96079,233,12,2,2,3,3,1,451408
211,28888.wav,110500,205,6,3,3,4,4,1,451408
211,79595.wav,253349,221,12,2,2,3,3,1,328528
228,15403.wav,63069,0,12,2,2,3,3,1,500560
226,16683.wav,66812,233,2,2,2,3,3,1,336720
226,27213.wav,102806,233,11,2,2,4,3,1,508752
111,36570.wav,140552,228,11,2,2,3,3,1,533328
226,15756.wav,63827,228,10,2,3,3,3,1,541520
228,18915.wav,72529,233,11,2,3,3,3,1,546562
220,72641.wav,238868,207,12,2,2,3,3,1,320336
211,77388.wav,248804,208,12,2,2,3,3,1,484176
211,50262.wav,184218,208,12,2,2,3,3,1,328528
228,31858.wav,125051,233,12,2,2,3,3,1,844624
226,26407.wav,98160,228,12,2,2,3,3,1,336720
228,22168.wav,84841,233,11,2,3,3,3,1,451408
210,82718.wav,262681,221,12,2,2,3,3,1,820048
226,18425.wav,71070,233,12,2,2,3,3,1,1188688
228,29385.wav,112460,233,11,2,2,3,3,1,787280
211,73188.wav,241292,231,12,2,2,3,3,1,1286992
210,72910.wav,240435,207,5,2,2,3,3,1,328528
228,15247.wav,62900,233,12,2,2,3,3,213141,1352528
228,15123.wav,62727,0,11,2,2,3,3,1,697168
220,41578.wav,160083,207,11,2,2,3,3,1,402256
211,29083.wav,111006,205,6,3,2,4,3,1,328528
220,69148.wav,232235,207,11,2,2,3,3,1,369488
211,67165.wav,228496,208,12,2,2,3,3,1,713552
210,71603.wav,236639,207,9,2,2,3,3,1,336720
226,25406.wav,95148,233,11,2,2,3,3,1537873,2256872
210,54312.wav,196027,215,12,2,2,3,3,1,336720
228,30195.wav,117945,233,11,1,2,2,3,1,770896
228,23750.wav,89426,233,11,2,2,3,3,1,328528
228,37443.wav,145141,233,12,2,2,3,3,240420,705360
211,73436.wav,241813,208,12,2,2,3,3,1,394064
220,66717.wav,227738,207,2,2,2,3,3,1,320336
226,16049.wav,64258,233,10,2,2,3,3,1,549712
226,35430.wav,135681,233,11,2,2,3,3,1,435024
210,66629.wav,227608,207,12,2,2,3,3,1,336231
210,53387.wav,193034,220,2,2,2,3,3,1,328528
228,35302.wav,135416,233,3,2,3,2,3,1,344912
220,52438.wav,190840,207,12,2,2,3,3,1,328528
211,56111.wav,199327,221,11,2,2,3,3,1,336720
211,76884.wav,247657,231,12,2,2,3,3,1,574288
111,21901.wav,83855,213,11,2,1,2,3,1,648016
111,7030.wav,32895,0,6,0,0,0,0,236791,533328
111,2757.wav,14791,0,6,0,0,0,0,1,50783
226,14983.wav,62298,233,11,2,2,3,3,1,656208
211,72486.wav,238546,208,12,2,2,3,3,1,435024
111,7680.wav,34962,0,11,2,2,4,3,1,328528
220,54622.wav,196669,207,5,2,2,3,3,1,328528
220,80576.wav,257271,207,2,2,2,3,3,1,525136
220,38026.wav,147110,0,6,2,0,3,0,1,361296
220,77840.wav,249695,207,12,2,2,3,3,1,328528
228,30220.wav,118112,233,11,3,2,2,3,1,467792
210,45782.wav,170992,215,12,2,2,3,3,1,328528
210,83354.wav,263751,221,12,2,2,3,3,1,328528
226,37449.wav,145154,233,11,2,2,3,3,1,508752
211,67058.wav,228351,208,12,2,2,3,3,1,336720
210,57790.wav,205011,207,12,2,2,3,3,1,328528
220,84761.wav,266413,231,3,2,2,3,3,1,353104
220,77160.wav,248033,0,0,2,0,0,0,43215,484176
228,26866.wav,100023,233,11,2,3,3,4,1,516944
211,57401.wav,201561,221,12,2,2,3,3,1,336720
111,18590.wav,71723,120,3,2,3,2,3,1,353104
228,33738.wav,131147,233,11,2,3,3,3,1,779088
228,34108.wav,132941,233,11,2,2,3,3,1,1172304
226,21038.wav,79194,233,10,2,2,3,3,1,328528
211,46642.wav,173556,208,12,2,2,3,3,1,328528
226,27355.wav,103922,233,11,2,2,3,3,1,533328
210,67207.wav,228559,207,12,2,2,3,3,1,320336
111,20793.wav,77888,228,11,2,3,3,4,1,336720
226,17184.wav,67883,233,10,2,2,3,4,1,344912
226,34058.wav,132665,233,11,3,2,4,3,1,598864
226,16918.wav,67224,233,12,2,2,3,3,1,639824
211,76889.wav,247662,216,12,2,2,3,3,1,369488
226,16861.wav,67123,233,11,2,2,3,3,1,435024
226,30735.wav,121316,228,11,2,2,3,3,225269,680784
228,19633.wav,73754,233,11,1,2,4,3,1,1270608
211,76604.wav,247216,221,12,2,2,3,3,1,353104
